X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOUR,ObjectId,VEHICLE_STREET
-8825392.421,5433169.746,80632256,6001786629,2016,2016/10/07 04:00:00+00,1750,17,MONTGOMERY AV,MIDLAND AV,70 m East of,Local,Scarborough,23,42,43.791091,-79.279849,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,128,Agincourt South-Malvern West (128),13032,128
-8838881.004,5420534.238,80632257,6001790676,2016,2016/10/08 04:00:00+00,1113,11,DUPLEX AVE,MONTGOMERY AVE,<Null>,Minor Arterial,North York,8,53,43.709098,-79.401019,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D53,100,Yonge-Eglinton (100),13033,100
-8838881.004,5420534.238,80632258,6001790676,2016,2016/10/08 04:00:00+00,1113,11,DUPLEX AVE,MONTGOMERY AVE,<Null>,Minor Arterial,North York,8,53,43.709098,-79.401019,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D53,100,Yonge-Eglinton (100),13034,100
-8843574.233,5421636.938,80720029,6001798296,2016,2016/10/09 04:00:00+00,1747,17,LAWRENCE AVE W,WILLIAM R ALLEN RD N,5 m West of,Major Arterial,North York,8,"32,13",43.716258,-79.443179,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D13,32,Englemount-Lawrence (32),13035,32
-8843574.233,5421636.938,80720030,6001798296,2016,2016/10/09 04:00:00+00,1747,17,LAWRENCE AVE W,WILLIAM R ALLEN RD N,5 m West of,Major Arterial,North York,8,"32,13",43.716258,-79.443179,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,<Null>,West,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D13,32,Englemount-Lawrence (32),13036,32
-8843574.233,5421636.938,80720031,6001798296,2016,2016/10/09 04:00:00+00,1747,17,LAWRENCE AVE W,WILLIAM R ALLEN RD N,5 m West of,Major Arterial,North York,8,"32,13",43.716258,-79.443179,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D13,32,Englemount-Lawrence (32),13037,32
-8822171.057,5423826.867,80901939,6001799178,2016,2016/10/09 04:00:00+00,2108,21,DANFORTH RD,FALMOUTH AVE,<Null>,Major Arterial,Scarborough,20,41,43.730475,-79.250911,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,124,Kennedy Park (124),13038,124
-8822171.057,5423826.867,80901940,6001799178,2016,2016/10/09 04:00:00+00,2108,21,DANFORTH RD,FALMOUTH AVE,<Null>,Major Arterial,Scarborough,20,41,43.730475,-79.250911,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,124,Kennedy Park (124),13039,124
-8810460.024,5432772.046,80720236,6001802808,2016,2016/10/10 04:00:00+00,1608,16,391 LAWSON RD,<Null>,<Null>,Collector,Scarborough,25,43,43.788512,-79.145709,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D43,133,Centennial Scarborough (133),13040,133
-8810460.024,5432772.046,80720237,6001802808,2016,2016/10/10 04:00:00+00,1608,16,391 LAWSON RD,<Null>,<Null>,Collector,Scarborough,25,43,43.788512,-79.145709,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Minimal,<Null>,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D43,133,Centennial Scarborough (133),13041,133
-8810460.024,5432772.046,80720238,6001802808,2016,2016/10/10 04:00:00+00,1608,16,391 LAWSON RD,<Null>,<Null>,Collector,Scarborough,25,43,43.788512,-79.145709,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,60 to 64,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D43,133,Centennial Scarborough (133),13042,133
-8832202.168,5427828.676,80565388,6001807391,2016,2016/10/11 04:00:00+00,1152,11,8 SILVERDALE CRES,<Null>,<Null>,Collector,North York,16,33,43.756446,-79.341022,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,62,South,<Null>,<Null>,<Null>,<Null>,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,45,Parkwoods-Donalda (45),13043,45
-8832202.168,5427828.676,80565389,6001807391,2016,2016/10/11 04:00:00+00,1152,11,8 SILVERDALE CRES,<Null>,<Null>,Collector,North York,16,33,43.756446,-79.341022,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,45,Parkwoods-Donalda (45),13044,45
-8842215.356,5415240.338,80565854,6001813893,2016,2016/10/12 04:00:00+00,1109,11,DAVENPORT RD,OSSINGTON AVE,<Null>,Minor Arterial,Toronto and East York,"9,12",13,43.674712,-79.430972,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,None,<Null>,North,Pick Up Truck,Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D13,94,Wychwood (94),13045,94
-8842215.356,5415240.338,80565929,6001813893,2016,2016/10/12 04:00:00+00,1109,11,DAVENPORT RD,OSSINGTON AVE,<Null>,Minor Arterial,Toronto and East York,"9,12",13,43.674712,-79.430972,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,64,North,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D13,94,Wychwood (94),13046,94
-8822971.111,5424449.883,80565835,6001813950,2016,2016/10/12 04:00:00+00,1117,11,EGLINTON AVE E,MIDLAND AVE,<Null>,Major Arterial,Scarborough,"21,20",41,43.734519,-79.258098,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,63,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Playing or Working on Highway,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,D41,124,Kennedy Park (124),13047,124
-8822971.111,5424449.883,80565836,6001813950,2016,2016/10/12 04:00:00+00,1117,11,EGLINTON AVE E,MIDLAND AVE,<Null>,Major Arterial,Scarborough,"21,20",41,43.734519,-79.258098,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,D41,124,Kennedy Park (124),13048,124
-8850367.839,5419811.086,80908526,6001830324,2016,2016/10/14 04:00:00+00,1918,19,JANE ST,MARSHLYNN AVE,<Null>,Major Arterial,Etobicoke York,5,12,43.704402,-79.504207,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,55 to 59,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D12,28,Rustic (28),13049,28
-8850367.839,5419811.086,80908527,6001830324,2016,2016/10/14 04:00:00+00,1918,19,JANE ST,MARSHLYNN AVE,<Null>,Major Arterial,Etobicoke York,5,12,43.704402,-79.504207,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,20 to 24,Major,<Null>,North,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D12,28,Rustic (28),13050,28
-8850367.839,5419811.086,80908528,6001830324,2016,2016/10/14 04:00:00+00,1918,19,JANE ST,MARSHLYNN AVE,<Null>,Major Arterial,Etobicoke York,5,12,43.704402,-79.504207,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Minimal,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D12,28,Rustic (28),13051,28
-8831204.189,5425346.12,80938626,6001858926,2016,2016/10/19 04:00:00+00,950,9,DON VALLEY PARKWAY  N,LAWRENCE AVE E,100 m North of,Expressway,North York,16,33,43.740336,-79.332057,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,45 to 49,Major,<Null>,North,Motorcycle,Changing Lanes,Improper Lane Change,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,42,Banbury-Don Mills (42),13052,42
-8831204.189,5425346.12,80938627,6001858926,2016,2016/10/19 04:00:00+00,950,9,DON VALLEY PARKWAY  N,LAWRENCE AVE E,100 m North of,Expressway,North York,16,33,43.740336,-79.332057,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,None,<Null>,North,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,42,Banbury-Don Mills (42),13053,42
-8842781.082,5411599.677,80632267,6001862709,2016,2016/10/19 04:00:00+00,2046,20,BROCK AVE,MOUTRAY ST,<Null>,Collector,Toronto and East York,9,11,43.651053,-79.436054,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,84,Little Portugal (84),13054,84
-8842781.082,5411599.677,80632268,6001862709,2016,2016/10/19 04:00:00+00,2046,20,BROCK AVE,MOUTRAY ST,<Null>,Collector,Toronto and East York,9,11,43.651053,-79.436054,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,<Null>,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turned left across cyclists path.,Driving Properly,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,84,Little Portugal (84),13055,84
-8847031.817,5417338.999,80632269,6001864618,2016,2016/10/20 04:00:00+00,730,7,KEELE ST,HOLWOOD AV,<Null>,Major Arterial,Etobicoke York,5,12,43.688346,-79.474239,Intersection,At Intersection,No Control,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D12,110,Keelesdale-Eglinton West (110),13056,110
-8847031.817,5417338.999,80632270,6001864618,2016,2016/10/20 04:00:00+00,730,7,KEELE ST,HOLWOOD AV,<Null>,Major Arterial,Etobicoke York,5,12,43.688346,-79.474239,Intersection,At Intersection,No Control,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D12,110,Keelesdale-Eglinton West (110),13057,110
-8823835.729,5427440.608,80632271,6001864838,2016,2016/10/20 04:00:00+00,823,8,MIDWEST RD,MIDLAND AVE,<Null>,Major Arterial,Scarborough,21,41,43.753928,-79.265865,Intersection,Intersection Related,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,South,Passenger Van,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D41,127,Bendale (127),13058,127
-8823835.729,5427440.608,80632272,6001864838,2016,2016/10/20 04:00:00+00,823,8,MIDWEST RD,MIDLAND AVE,<Null>,Major Arterial,Scarborough,21,41,43.753928,-79.265865,Intersection,Intersection Related,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,<Null>,East,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D41,127,Bendale (127),13059,127
-8835657.08,5420994.091,80565853,6001868616,2016,2016/10/20 04:00:00+00,1922,19,EGLINTON AVE E,HANNA RD,<Null>,Major Arterial,North York,15,53,43.712084,-79.372058,Intersection,Non Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,65,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),13060,56
-8835657.08,5420994.091,80566369,6001868616,2016,2016/10/20 04:00:00+00,1922,19,EGLINTON AVE E,HANNA RD,<Null>,Major Arterial,North York,15,53,43.712084,-79.372058,Intersection,Non Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Passenger,40 to 44,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),13061,56
-8835657.08,5420994.091,80566370,6001868616,2016,2016/10/20 04:00:00+00,1922,19,EGLINTON AVE E,HANNA RD,<Null>,Major Arterial,North York,15,53,43.712084,-79.372058,Intersection,Non Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Driver,30 to 34,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),13062,56
-8825666.823,5420926.636,80720863,6001872148,2016,2016/10/21 04:00:00+00,1040,10,ST CLAIR AVENUE EAST,WARDEN AVENUE,120 m West of,Major Arterial,Scarborough,20,41,43.711646,-79.282314,Mid-Block,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,55 to 59,Major,<Null>,West,Delivery Van,Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,121,Oakridge (121),13063,121
-8842265.45,5411383.058,80632274,6001873015,2016,2016/10/21 04:00:00+00,1314,13,DUNDAS ST W,DUFFERIN ST,<Null>,Minor Arterial,Toronto and East York,9,"11,14",43.649645,-79.431422,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,<Null>,South,Delivery Van,Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,84,Little Portugal (84),13064,84
-8842265.45,5411383.058,80632275,6001873015,2016,2016/10/21 04:00:00+00,1314,13,DUNDAS ST W,DUFFERIN ST,<Null>,Minor Arterial,Toronto and East York,9,"11,14",43.649645,-79.431422,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses without ROW at inter.,Running onto Roadway,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,84,Little Portugal (84),13065,84
-8844583.233,5412279.874,80721356,6001908620,2016,2016/10/27 04:00:00+00,707,7,DUNDAS ST W,BLOOR ST W,76 m South of,Minor Arterial,Toronto and East York,4,11,43.655474,-79.452243,Mid-Block,Non Intersection,No Control,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,North,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,86,Roncesvalles (86),13066,86
-8844583.233,5412279.874,80721357,6001908620,2016,2016/10/27 04:00:00+00,707,7,DUNDAS ST W,BLOOR ST W,76 m South of,Minor Arterial,Toronto and East York,4,11,43.655474,-79.452243,Mid-Block,Non Intersection,No Control,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,86,Roncesvalles (86),13067,86
-8849205.998,5431718.587,80632280,6001911246,2016,2016/10/27 04:00:00+00,1506,15,STEELES AV W,KEELE ST,50 m East of,Major Arterial,North York,6,31,43.78168,-79.49377,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D31,27,York University Heights (27),13068,27
-8849205.998,5431718.587,80632281,6001911246,2016,2016/10/27 04:00:00+00,1506,15,STEELES AV W,KEELE ST,50 m East of,Major Arterial,North York,6,31,43.78168,-79.49377,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D31,27,York University Heights (27),13069,27
-8833110.09,5410115.602,80566372,6001911469,2016,2016/10/27 04:00:00+00,1549,15,CHERRY ST,POLSON ST,<Null>,Collector,Toronto and East York,14,"0,51",43.641406,-79.349178,Mid-Block,Overpass or Bridge,No Control,Rain,Daylight,Wet,Fatal,SMV Other,Driver,50 to 54,Fatal,66,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D51,70,South Riverdale (70),13070,70
-8833862.498,5424441.564,80632282,6001912403,2016,2016/10/27 04:00:00+00,1840,18,LESLIE ST,LAWRENCE AVE E,<Null>,Major Arterial,North York,"15,16",33,43.734465,-79.355937,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,85 to 89,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D33,42,Banbury-Don Mills (42),13071,42
-8833862.498,5424441.564,80632283,6001912403,2016,2016/10/27 04:00:00+00,1840,18,LESLIE ST,LAWRENCE AVE E,<Null>,Major Arterial,North York,"15,16",33,43.734465,-79.355937,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,<Null>,East,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D33,42,Banbury-Don Mills (42),13072,42
-8840025.925,5422693.406,80720900,6001924848,2016,2016/10/29 04:00:00+00,1825,18,LAWRENCE AVE W,CHATSWORTH DR,20 m East of,Major Arterial,North York,8,"53,32",43.723117,-79.411304,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,None,<Null>,East,"Automobile, Station Wagon",Making U Turn,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,103,Lawrence Park South (103),13073,103
