X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId,VEHICLES_IN_STREET
-8831150.755,5432815.532,80253825,5001817289,2015,2015/10/22 04:00:00+00,945,9,VAN HORNE AVE,TAVERLY RD,14 m East of,Collector,North York,17,33,43.788794,-79.331577,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,46,Pleasant View (46),12459,46
-8831150.755,5432815.532,80253826,5001817289,2015,2015/10/22 04:00:00+00,945,9,VAN HORNE AVE,TAVERLY RD,14 m East of,Collector,North York,17,33,43.788794,-79.331577,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,46,Pleasant View (46),12460,46
-8838990.653,5410237.586,80491000,5001821227,2015,2015/10/22 04:00:00+00,2130,21,BATHURST ST,NIAGARA ST,25 m South of,Major Arterial,Toronto and East York,10,14,43.642199,-79.402004,Intersection,At/Near Private Drive,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,<Null>,West,Bicycle,Turning Left,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist turned left across motorists path.,Speed too Fast For Condition,Inattentive,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,77,Waterfront Communities-The Island (77),12461,77
-8838990.653,5410237.586,80491001,5001821227,2015,2015/10/22 04:00:00+00,2130,21,BATHURST ST,NIAGARA ST,25 m South of,Major Arterial,Toronto and East York,10,14,43.642199,-79.402004,Intersection,At/Near Private Drive,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,77,Waterfront Communities-The Island (77),12462,77
-8846872.073,5416808.055,80491047,5001824991,2015,2015/10/23 04:00:00+00,1437,14,KEELE ST,DONALD AVE,<Null>,Major Arterial,Etobicoke York,5,12,43.684897,-79.472804,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D12,110,Keelesdale-Eglinton West (110),12463,110
-8846872.073,5416808.055,80491048,5001824991,2015,2015/10/23 04:00:00+00,1437,14,KEELE ST,DONALD AVE,<Null>,Major Arterial,Etobicoke York,5,12,43.684897,-79.472804,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,53,East,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D12,110,Keelesdale-Eglinton West (110),12464,110
-8849005.511,5413844.779,80631983,5001826215,2015,2015/10/23 04:00:00+00,1841,18,DUNDAS ST W,WATSON AVE,33 m East of,Major Arterial,Toronto and East York,4,11,43.665644,-79.491969,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D11,89,Runnymede-Bloor West Village (89),12465,89
-8849005.511,5413844.779,80631984,5001826215,2015,2015/10/23 04:00:00+00,1841,18,DUNDAS ST W,WATSON AVE,33 m East of,Major Arterial,Toronto and East York,4,11,43.665644,-79.491969,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Crossing without right of way,Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D11,89,Runnymede-Bloor West Village (89),12466,89
-8849005.511,5413844.779,80631985,5001826215,2015,2015/10/23 04:00:00+00,1841,18,DUNDAS ST W,WATSON AVE,33 m East of,Major Arterial,Toronto and East York,4,11,43.665644,-79.491969,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,55 to 59,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D11,89,Runnymede-Bloor West Village (89),12467,89
-8849005.511,5413844.779,80631986,5001826215,2015,2015/10/23 04:00:00+00,1841,18,DUNDAS ST W,WATSON AVE,33 m East of,Major Arterial,Toronto and East York,4,11,43.665644,-79.491969,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,25 to 29,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D11,89,Runnymede-Bloor West Village (89),12468,89
-8817743.659,5437051.884,80253969,5001826352,2015,2015/10/23 04:00:00+00,1909,19,MORNINGSIDE AVE,SEWELLS RD,<Null>,Minor Arterial,Scarborough,25,42,43.81626,-79.211139,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),12469,131
-8817743.659,5437051.884,80253970,5001826352,2015,2015/10/23 04:00:00+00,1909,19,MORNINGSIDE AVE,SEWELLS RD,<Null>,Minor Arterial,Scarborough,25,42,43.81626,-79.211139,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),12470,131
-8831712.14,5419253.515,80491127,5001830640,2015,2015/10/24 04:00:00+00,1450,14,DON VALLEY PARKWAY  N,DON MILLS RD,120 m North of,<Null>,Toronto and East York,14,54,43.700781,-79.33662,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,45 to 49,Minor,<Null>,North,"Automobile, Station Wagon",Merging,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D54,58,Old East York (58),12471,58
-8831712.14,5419253.515,80491128,5001830640,2015,2015/10/24 04:00:00+00,1450,14,DON VALLEY PARKWAY  N,DON MILLS RD,120 m North of,<Null>,Toronto and East York,14,54,43.700781,-79.33662,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,30 to 34,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D54,58,Old East York (58),12472,58
-8831712.14,5419253.515,80491129,5001830640,2015,2015/10/24 04:00:00+00,1450,14,DON VALLEY PARKWAY  N,DON MILLS RD,120 m North of,<Null>,Toronto and East York,14,54,43.700781,-79.33662,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,0 to 4,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D54,58,Old East York (58),12473,58
-8831712.14,5419253.515,80491130,5001830640,2015,2015/10/24 04:00:00+00,1450,14,DON VALLEY PARKWAY  N,DON MILLS RD,120 m North of,<Null>,Toronto and East York,14,54,43.700781,-79.33662,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,15 to 19,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D54,58,Old East York (58),12474,58
-8831712.14,5419253.515,80491131,5001830640,2015,2015/10/24 04:00:00+00,1450,14,DON VALLEY PARKWAY  N,DON MILLS RD,120 m North of,<Null>,Toronto and East York,14,54,43.700781,-79.33662,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,10 to 14,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D54,58,Old East York (58),12475,58
-8831712.14,5419253.515,80491132,5001830640,2015,2015/10/24 04:00:00+00,1450,14,DON VALLEY PARKWAY  N,DON MILLS RD,120 m North of,<Null>,Toronto and East York,14,54,43.700781,-79.33662,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,0 to 4,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D54,58,Old East York (58),12476,58
-8827045.181,5428773.487,80254128,5001835148,2015,2015/10/25 04:00:00+00,1100,11,ELLESMERE RD,PRINCIPAL RD,<Null>,Major Arterial,Scarborough,21,41,43.762576,-79.294696,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12477,119
-8827045.181,5428773.487,80254129,5001835148,2015,2015/10/25 04:00:00+00,1100,11,ELLESMERE RD,PRINCIPAL RD,<Null>,Major Arterial,Scarborough,21,41,43.762576,-79.294696,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12478,119
-8827045.181,5428773.487,80254130,5001835148,2015,2015/10/25 04:00:00+00,1100,11,ELLESMERE RD,PRINCIPAL RD,<Null>,Major Arterial,Scarborough,21,41,43.762576,-79.294696,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12479,119
-8827045.181,5428773.487,80254131,5001835148,2015,2015/10/25 04:00:00+00,1100,11,ELLESMERE RD,PRINCIPAL RD,<Null>,Major Arterial,Scarborough,21,41,43.762576,-79.294696,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12480,119
-8827045.181,5428773.487,80254132,5001835148,2015,2015/10/25 04:00:00+00,1100,11,ELLESMERE RD,PRINCIPAL RD,<Null>,Major Arterial,Scarborough,21,41,43.762576,-79.294696,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12481,119
-8828459.273,5425700.048,80254157,5001836357,2015,2015/10/25 04:00:00+00,1536,15,LAWRENCE AVE E,TOWNLEY AVE,<Null>,Major Arterial,Scarborough,21,41,43.742633,-79.307399,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12482,119
-8828459.273,5425700.048,80254158,5001836357,2015,2015/10/25 04:00:00+00,1536,15,LAWRENCE AVE E,TOWNLEY AVE,<Null>,Major Arterial,Scarborough,21,41,43.742633,-79.307399,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12483,119
-8828459.273,5425700.048,80254159,5001836357,2015,2015/10/25 04:00:00+00,1536,15,LAWRENCE AVE E,TOWNLEY AVE,<Null>,Major Arterial,Scarborough,21,41,43.742633,-79.307399,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Minimal,<Null>,South,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12484,119
-8828459.273,5425700.048,80254160,5001836357,2015,2015/10/25 04:00:00+00,1536,15,LAWRENCE AVE E,TOWNLEY AVE,<Null>,Major Arterial,Scarborough,21,41,43.742633,-79.307399,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Minimal,<Null>,South,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12485,119
-8828459.273,5425700.048,80254161,5001836357,2015,2015/10/25 04:00:00+00,1536,15,LAWRENCE AVE E,TOWNLEY AVE,<Null>,Major Arterial,Scarborough,21,41,43.742633,-79.307399,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12486,119
-8821641.956,5424845.375,80254174,5001837340,2015,2015/10/25 04:00:00+00,1925,19,EGLINTON AVE E,DANFORTH RD,<Null>,Major Arterial,Scarborough,"21,20",43,43.737086,-79.246158,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,South,Passenger Van,Turning Right,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D43,138,Eglinton East (138),12487,138
-8821641.956,5424845.375,80254175,5001837340,2015,2015/10/25 04:00:00+00,1925,19,EGLINTON AVE E,DANFORTH RD,<Null>,Major Arterial,Scarborough,"21,20",43,43.737086,-79.246158,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D43,138,Eglinton East (138),12488,138
-8847685.707,5423353.779,80254239,5001841929,2015,2015/10/26 04:00:00+00,1510,15,WILSON AVE,JAMES FINLAY WAY,<Null>,Major Arterial,North York,6,31,43.727404,-79.480113,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,<Null>,North,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),12489,26
-8847685.707,5423353.779,80254240,5001841929,2015,2015/10/26 04:00:00+00,1510,15,WILSON AVE,JAMES FINLAY WAY,<Null>,Major Arterial,North York,6,31,43.727404,-79.480113,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,<Null>,West,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),12490,26
-8847685.707,5423353.779,80254241,5001841929,2015,2015/10/26 04:00:00+00,1510,15,WILSON AVE,JAMES FINLAY WAY,<Null>,Major Arterial,North York,6,31,43.727404,-79.480113,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),12491,26
-8830512.895,5431662.155,80491310,5001842724,2015,2015/10/26 04:00:00+00,1750,17,VICTORIA PARK AVE,HUNTINGWOOD DR,100 m North of,Major Arterial,North York,"17,22","33,42",43.781314,-79.325847,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,70 to 74,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,D42,117,L'Amoreaux (117),12492,117
-8830512.895,5431662.155,80491311,5001842724,2015,2015/10/26 04:00:00+00,1750,17,VICTORIA PARK AVE,HUNTINGWOOD DR,100 m North of,Major Arterial,North York,"17,22","33,42",43.781314,-79.325847,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,Minor,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,D42,117,L'Amoreaux (117),12493,117
-8830512.895,5431662.155,80491312,5001842724,2015,2015/10/26 04:00:00+00,1750,17,VICTORIA PARK AVE,HUNTINGWOOD DR,100 m North of,Major Arterial,North York,"17,22","33,42",43.781314,-79.325847,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,30 to 34,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,D42,117,L'Amoreaux (117),12494,117
-8854599.093,5412613.298,80254360,5001851224,2015,2015/10/28 04:00:00+00,616,6,KIPLING AVE,GREENING CRES,20 m North of,Major Arterial,Etobicoke York,2,22,43.657641,-79.542217,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,10,Princess-Rosethorn (10),12495,10
-8854599.093,5412613.298,80254361,5001851224,2015,2015/10/28 04:00:00+00,616,6,KIPLING AVE,GREENING CRES,20 m North of,Major Arterial,Etobicoke York,2,22,43.657641,-79.542217,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Other,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,10,Princess-Rosethorn (10),12496,10
-8850858.758,5422352.532,80491598,5001865596,2015,2015/10/30 04:00:00+00,1320,13,JANE ST,WILSON AVE,<Null>,Major Arterial,Etobicoke York,"7,6",31,43.720904,-79.508617,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,75 to 79,Minor,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),12497,26
-8850858.758,5422352.532,80491599,5001865596,2015,2015/10/30 04:00:00+00,1320,13,JANE ST,WILSON AVE,<Null>,Major Arterial,Etobicoke York,"7,6",31,43.720904,-79.508617,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,<Null>,East,Pick Up Truck,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),12498,26
-8850858.758,5422352.532,80491600,5001865596,2015,2015/10/30 04:00:00+00,1320,13,JANE ST,WILSON AVE,<Null>,Major Arterial,Etobicoke York,"7,6",31,43.720904,-79.508617,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Minor,<Null>,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),12499,26
-8850858.758,5422352.532,80491601,5001865596,2015,2015/10/30 04:00:00+00,1320,13,JANE ST,WILSON AVE,<Null>,Major Arterial,Etobicoke York,"7,6",31,43.720904,-79.508617,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,70 to 74,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),12500,26
